"Adresse";"Code_Postal";" Ville";"Pays";" Coord_GPS";" Remarque"
"41 rue Lavoisier Centre Socio-Culturel Lavoisier Brustlein";"68100";"MULHOUSE";"France";"47.7559782, 7.3192881";"installée par le Lions Club Mulhouse Europe"
"Place du général de Gaulle";"68120";"Richwiller";"France";"47.7849007, 7.2848123";
"Galerie Commerciale Shop In Houssen Cora";"68125";"Houssen";"France";"48.1269506, 7.3687363";"à l intérieur de la galerie commerciale"
"rue des herbes";"68127";"NIEDERHERGHEIM";"France";"47.983607, 7.398383";"Livres pour enfants et adultes"
"2 Place Hôtel de Ville";"68150";"Ribeauvillé";"France";"48.1947882,7.3151968";"La boîte à livre se trouve dans un renfoncement au niveau du parking de l'Hôtel de Ville  Grand'Rue."
"48.195, 7.319";"68150";"Ribeauville";"France";"48.1971633, 7.3001816";
"Place de la mairie";"68153";"Ribeauville";"France";"48.1873717,7.3975401";"Bibliothèque créée dans une niche en pierre à droite de la mairie de Ribeauvillé"
"3 rue du moulin";"68190";"Ensisheim";"France";"47.8653348, 7.3507532";"Boîte à lire devant le salon de thé Thé O Café."
"Nouveau Bassin";"68200";"Mulhouse";"France";"47.7533208,7.3468551";"La boîte de couleur jaune vif se trouve à l'extrémité ouest du Nouveau Bassin  près de l'arrêt Nordfeld de la ligne 2 du tram."
"16 Rue Théo Fischer";"68200";"Mulhouse";"France";"47.7443359, 7.317701";"Dans le quartier Daguerre, inaugurée le 7 Oct 2017 parc Braun, à l initiative des habitants !"
"54 rue de Soultz";"68200";"Mulhouse";"France";"47.7691861, 7.3216092";"Boîte aux livres dans le jardin du Pax spécial enfance et petite enfance"
"31 Rue Fénelon  ";"68200";"MULHOUSE";"France";"47.7335462, 7.3073082";"Devant le cinéma du Centre Bel Air. Installée par le Lions Club Mulhouse Europe"
"2 rue du stade ";"68210";"TRAUBACH LE BAS";"France";"47.6590877, 7.0960085";"La boite l'île de Cécile"" a été installée le 13 mai 2017 à l'occasion de la première journée citoyenne à Traubach le BAs."
"Rue de Bretten";"68210";"Éteimbes";"France";"47.7128749, 7.085554";
"1 Grand Rue";"68230";"SOULTZBACH-LES-BAINS";"France";"48.0522977, 7.2031935";"A la Mairie "
"Place de la Mairie";"68240";"Fréland";"France";"48.1975227,7.2215709";
;"68240";"Kaysersberg";"France";"48.13889,7.264023";"Parc Schweitzer"
"Rue du 4ème Spahis Marocains";"68250";"rouffach";"France";"47.9514138, 7.2918371";"Installée par un particulier, en face de l'aire de jeux"
"4 rue du Nord";"68250";"gundolsheim";"France";"47.9341369, 7.2943763";"Installer dans l abri de bus"
"rue de merxheim";"68250";"gundolsheim";"France";"47.9255096, 7.294134";"installer dans l abri de bus"
"Rue Pierre de Coubertin";"68260";"Kingersheim";"France";"47.7880019, 7.3275385";"La Kabine du Parc des Gravières !"
"rue de la Capucine";"68270";"WITTENHEIM";"France";"47.7999171, 7.3145004";"devant la MJC Fernand Anna"
"rue d ile de france";"68270";"WITTENHEIM";"France";"47.8133222, 7.3123504";"près de la MJC Jeune Bois"
"rue de la première armée";"68270";"WITTENHEIM";"France";"47.8240669, 7.3372743";"devant la maison des Associations ancienne MJC Théodore"
"place de Thiers";"68270";"WITTENHEIM";"France";"47.822363, 7.335676";"Située près de l arrêt de bus ligne 4"
"Rue de la Capucine";"68270";"Wittenheim";"France";"47.800270459811905, 7.315843105316163";"Près de la Maison des Jeunes. Installée par le LIONS CLUB MULHOUSE EUROPE"
"6 rue principale";"68280";"appenwihr";"France";"48.0283396, 7.4394179";"Essentiellement pour les enfants car près d une école."
"Sundhoffen";"68280";"Sundhoffen";"France";"48.0489343, 7.4319105";
"8, Route Joffre";"68290";"BOURBACH-LE-HAUT";"France";"47.7952083, 7.0296464";"Ancienne cabine téléphonique, devant l école."
"Croisée des Lys";"68300";"Saint-Louis";"France";"47.5861837,7.5621595";"Boîte située au milieu de la place de la Croisée des Lys. "
"2 Rue Anne de Gohr";"68300";"Saint-Louis";"France";"47.574022, 7.5504459";"Près de l'Ecole Baerenfels."
"Rue de Huningue";"68300";"SAINT-LOUIS";"France";"47.5874047, 7.5669936";"A l'entrée du Parc Trimbach"
"en face de la bibliothèque du Parnasse";"68300";"Saint Louis";"France";"47.585285, 7.561233";"J'ai souvent apporté des livres dans la boîte à lire, pour soutenir cette belle idée. Mais dernièrement, j'ai remarqué qu'une personne les prenait pour les revendre, très certainement. Je trouve ça triste et démotivant."
"Square Albert Schweitzer";"68300";"Saint Louis";"France";"47.6087336, 7.528012";"A proximité de la maison pour tous"
"Parc Soleil";"68300";"Saint Louis Neuweg";"France";"47.6135612, 7.5290173";"Très belles boîtes à livre"
"Graffenwald - Rue de la gare";"68310";"Wittelsheim";"France";"47.7810074, 7.2245355";
"Place du général De Gaulle";"68310";"Wittelsheim";"France";"47.809109, 7.241036";
"Grand Rue";"68320";"Wickerschwihr";"France";"48.1083648, 7.4341811";
"2, rue de Saint-Louis";"68330";"Huningue";"France";"47.5936569, 7.5789488";"Située sur le parvis du Triangle, boîte transparente"
"Rue de la 1ère armée";"68340";"Riquewirh";"France";"48.1657129, 7.2968234";
"24 Rue de la 1E Armée";"68340";"Riquewihr";"France";"48.1654252, 7.2965036";
"6 Place de l'Église";"68360";"Soultz-Haut-Rhin";"France";"47.88707151079382, 7.230672240257264";"Entre l'église et la médiathèque"
"Parc Lefébure";"68370";"Orbey";"France";"48.1321932,7.1623037";
"Impasse de la mairie ";"68390";"Battenheim";"France";"47.8193686, 7.3818414";"À côté de la mairie. La boîte à lire est une cabine téléphonique."
"33 rue principale";"68390";"Baldersheim";"France";"47.8019873, 7.3802075";"A coté de la supérette , pour les adultes et en face de la mairie , dans la cabine téléphonique pour les enfants."
"Rue des Oiseaux";"68420";"Eguisheim";"France";"48.046701684462384, 7.309577465057374";"Au centre du Parc"
"rue de Rouffach";"68420";"gueberschwihr";"France";"48.0020365, 7.2837252";"Installer dans l abri de bus a l'entrée du village"
"rue de l'Ecole, Hotel de Ville";"68440";"ZIMMERSHEIM";"France";"47.7194866, 7.3872244";"installée par le Lions Club Mulhouse Europe"
"Rue de Rixheim, Salle Polyvalente";"68440";"BRUEBACH";"France";"47.7021692, 7.3588313";"installée par le Lions Club Mulhouse Europe"
"1 rue des Seigneurs            mairie";"68440";"STEINBRUNN-LE-HAUT";"France";"47.6623541, 7.349515";"2 boîtes une pour les livres jeunesse une autre pour les livres adultes"
"Rue de la république";"68500";"Guebwiller";"France";"47.9138961,7.2052444";"Boite a lire en face de la mairie derrière le manège régulièrement remplie très sympathique."
"21 Rue Principale";"68500";"Bergholtz?Zell";"France";"47.9292424, 7.2339302";
"89 Rue de Guebwiller";"68500";"Issenheim";"France";"47.9020141, 7.2455809";"Devant le terrain de pétanque"
"60 Rue de Rouffach";"68500";"Issenheim";"France";"47.9046037, 7.2543155";"En face de la Boulangerie"
"Rue de la fonderie";"68500";"WUENHEIM";"France";"47.87726, 7.210324";"Près du cimetière et de l'église dans le coin de l'espace vert : un tonneau couché"
"6 rue du Moulin ";"68510";"SIERENTZ";"France";"47.6524662,7.452016";"La boite à lire se trouve juste à côté de la Médiathèque. Il s agit d'un ancien four reconverti  également appelé four à lire. Il y a des romans adultes et enfants  des documentaires et même quelques BD !"
"rue de soultz";"68540";"Bollwiller";"France";"47.8607026,7.2589519";"Boîte à lire rouge  parking à côté  très bon roulement"
"5 rue des bois";"68540";"Feldkirch";"France";"47.8646414, 7.2756748";"Juste en face de l école."
"Rue du Bois";"68570";"Osenbach";"France";"47.9857446, 7.2178699 ";
"31 Rue du Stade";"68570";"Osenbach";"France";"47.981182, 7.2183085";"Cabane à livres située dans le camping"
"Place du Général-de-Gaulle";"68570";"Soultzmatt";"France";"47.9611425, 7.2398418";"Située sur la place, entre la Mairie et La Poste"
"Route des vins";"68630";"Mittelwihr";"France";"48.1326669, 7.3038632";"La boite a livres se trouve a gauche de la caserne des pompiers sous le porche de la mairie."
"Place des tilleuils";"68700";"Wattwiller";"France";"47.814416, 7.1735815";"Dans une ancienne cabine téléphonique"
"Rue Clemenceau";"68700";"Cernay";"France";"47.8089306, 7.177455";"Située place de l?Abbé Pierre, a proximité de l Eglise Saint Etienne"
"1 Rue Gustave Eiffel";"68700";"Cernay";"France";"47.8047863, 7.1807322";"Située dans le parc des Rives de la Thur"
"rue René Guibert";"68700";"Cernay";"France";"47.802544, 7.168088";"A proximité du Parc à cigognes"
"Place du général de Gaule";"68720";"ZILLISHEIM";"France";"47.6961906, 7.2940385";"Cabane du lecteur"
"Rue de la 1ère Armée";"68740";"Fessenheim";"France";"47.9177813,7.531955";"La boite à lire se trouve directement à gauche dans l'entrée du Super U."
"6 Place du Gén de Gaulle";"68770";"Ammerschwihr";"France";"48.1259822, 7.281735";"Située place de l hôtel de ville"
"7 Rue du Tir";"68770";"Ammerschwihr";"France";"48.1243252, 7.2824895";"Située dans le petit Square Kuehn près de la maison de retraite"
"14 Rue des Primevères";"68770";"Ammerschwihr";"France";"48.1295617, 7.2913783";"Au terrain de jeux du quartier des fleurs, en face de la Pharmacie"
"Rue de Ruelisheim";"68840";"PULVERSHEIM";"France";"47.8605076, 7.29731";"Parc pour tous  Offert par le Lions Club de Guebwiller"
"Mairie de Staffelfelden";"68850";"STAFFELFELDEN";"France";"47.8268061, 7.2553003";"Offerte par le Lions Club de Guebwiller"
"Lieu dit La Place";"68910";"Labaroche";"France";"48.1050973,7.1925295";
"Route d illhaeusern";"68979";"Guémar";"France";"48.188045, 7.4097546";"Elle se situe entre le proxy et la boulangerie"
"Place des fetes";"68980";"Beblenheim";"France";"48.1580544, 7.3255458";"Accolée a la salle des fetes"
"245 rue Garibaldi";"69000";"LYON";"France";"45.7541448, 4.8535559";"Dans l accueil à côté des machine à café de la DRDJSCS direction régionale jeunesse et sports"
"9 Rue Constantine";"69001";"Lyon";"France";"45.7670693, 4.8320279";"Boite à Lire dans le bar ! Plus de 7000 Livres partagés dans ce bar !"
"Place Sathonay";"69001";"Lyon";"France";"45.7691363, 4.8301485";
"3 quai jean Moulin";"69001";"Lyon";"France";"45.7674337, 4.8377007";"A l'intérieur du magasin Bulko."
"87 rue de la République";"69002";"Lyon";"France";"45.7581745, 4.8346659";"La boite à lire se trouve dans le restaurant Pomme de Pain. "
"1 Place de l Hôpital";"69002";"Lyon";"France";"45.7593263, 4.8358695";"Dans la cour du cloître"
"87, rue de la République";"69002";"LYON";"France";"45.7581745, 4.8346659";"Pomme de Pain LYON BELLECOUR"
"Place Guichard";"69003";"LYON";"France";"45.7590482,4.8473042";"Boite momentanément indisponible pour cause de rénovation. Elle sera de retour le lundi 13 février"
"7 rue Auguste Lacroix";"69003";"Lyon";"France";"45.7554089,4.8450388";"La boite à lire se trouve sur la devanture de l'atelier de RecycLivre !"
"53 Rue Charles Richard";"69003";"Lyon";"France";"45.7495455,4.888851";"Dans la MJC Montchat"
"30 boulevard Vivier-Merle";"69003";"Lyon";"France";"45.7606813, 4.8575503";"Boîte à livres dans le hall de l entrée, et même boîte à DVD devant les portes vitrées."
"C.C Lyon Part-Dieu";"69003";"LYON";"France";"45.7605962, 4.857321";"Pomme de Pain LYON PART DIEU"
"249 rue Vendome";"69003";"Lyon";"France";"45.7558726, 4.8478133";"devant l entrée de la MJC - salle des Rancy"
"11 rue Richan";"69004";"lyon ";"France";"45.7802928,4.836122";"Une boite à livres nommée Troc Book a été installée à la Croix-Rousse  fruit de la collaboration de plusieurs entrepreneurs. Des livres pour tous les âges sont à votre disposition "
"Place Benedict Tessier";"69005";"Lyon ";"France";"45.7558487,4.7975989";"Boite à lire située à l'angle de la Place Benedict Tessier."
"Place Saint Irénée";"69005";"Lyon";"France";"45.7548904,4.8124515";
"parc de champvert";"69005";"69005 - LYON 05";"France";"45.7629918, 4.7960166";"parc de champvert Simply a l entrée a droite"
"2 rue Pauline-Marie Jaricot";"69005";"Lyon";"France";"45.7603117, 4.8162868";"boite d échange"
"100 rue boileau";"69006";"LYON";"France";"45.7675473, 4.84904";"Mjc"
"142 rue Sébastien Gryphe";"69007";"Lyon";"France";"45.7475181,4.8382391";"Une giftbox... des livres mais pas que!"
"320 rue Garibaldi";"69007";"Lyon";"France";"45.7499463,4.853853";"Boîte présente au Dépôt Imaginaire collectif de 12 éditeurs indépendants des Imaginaires. Accessible dans l'espace détente du Dépôt. Le surplus de livres est conservé dans un caisse qui  une fois pleine  est remise à des associations de réinsertion sociale."
"place des pavillons";"69007";"Lyon";"France";"45.7296455,4.8297544";"Une nouvelle boite à lire a été inaugurée ce matin (17 octobre 2016)"
"13, rue de la Madeleine";"69007";"Lyon";"France";"45.7487305,4.848117";"La Partagère est une Givebox avec un espace spécialement aménagé pour les livres. C est une boîte à partage qui a été créée par des habitants du quartier et posée dans la rue depuis le 25 septembre 2016."
"136 boulevard Yves Farge";"69007";"LYON";"France";"45.7356963, 4.8268306";"Co-réalisée par La commission Culture du Conseil de Quartier de Gerland et le Foyer APF L'Etincelle."
"100 route de Vienne";"69008";"Lyon 8ème";"France";"45.7378432,4.8519008";
"17 rue Benoit Bernard";"69008";"Lyon";"France";"45.7380878,4.8519144";"Il y a même une petite terrasse en bois pour les beaux jours."
"100 route de Vienne";"69008";"Lyon";"France";"45.7378822,4.8521346";
"25 avenue des frères lumières";"69008";"Lyon";"France";"45.7460048, 4.8634529";"Boite à dons dans l'enceinte de la MJC monplaisir, accessible du lundi au samedi ..."
"31 rue Claude Le Laboureur";"69009";"LYON";"France";"45.8034319, 4.8265165";"J ai installé cette boite en 2018."
"9 Rue Roquette";"69009";"Lyon";"France";"45.7764201, 4.8059408";"Devant le Centre Social et Culturel Pierrette Augier Lyon-Vaise"
"39 rue Georges Courteline";"69100";"Villeurbanne";"France";"45.7794681,4.8784623";"Donnez une seconde vie à vos livres et déposez les au CCO dans un frigo bibliothèque spécialement construit pour les accueillir. "
"place Lazare Goujon";"69100";"Villeurbanne";"France";"45.7662954,4.8796622";"Juste devant la mairie   les boîtes à lire sont disposées au croisement de l'avenue Henri Barbusse aux Gratte Ciel."
"Parc Marius Bourrat, avenue Maréchal Foch";"69110";"SAINTE FOY LES LYON";"France";"45.7411144,4.8037215";"Boîte à livres installée par la Mairie et construite par les élèves du collège de la ville."
"chemin du vallon";"69110";"Sainte Foy Lès Lyon";"France";"45.7446551,4.7961195";"Un large choix  il y a même eu des livres de math !"
"rue de Cuzieu";"69110";"Sainte-Foy-lès-Lyon";"France";"45.7361688,4.8000275";
"Chemin des Prés";"69110";"SAINTE FOY LES LYON";"France";"45.7439344,4.792232";"Boîte à lire installée par la Mairie  construite par des élèves du collège de Ste-Foy-les-Lyon."
"22 avenue de Limburg";"69110";"Ste-Foy-Lès-Lyon";"France";"45.7323355, 4.7782835";"A l angle de la rue de Cuzieu, devant la Maison Nature de la Gravière"
"Wilhelmsplatz";"69115";"Heidelberg";"France";"49.4031329, 8.687452";"La boite se trouve dans le kiosque au milieu de la place. "
"12 chemin claude debussy";"69120";"Vaulx en Velin";"France";"45.7792364, 4.9284529";"angle promenade Lenine/Debussy"
"Parc de l'Yzeron";"69149";"Oullins";"France";"45.7204195, 4.8021345";"A l entrée du parc de l'Yzeron, une boite à lire installée par la mairie d'Oullins"
"65 RUE GEORGES BIZET";"69150";"DECINES";"France";"45.7759502, 4.9668619";"Juste en face de l entrée de l'espace Berthaudiere vers la prairie et le skate park"
