Adresse;Code_Postal; Ville; Pays; Coord_GPS; Remarque
1 Place Mésirard;28100;Dreux;France;48.7345539, 1.3631792;Dans la médiatheque de dreux
Chemin des rondes;26160;Puygiron;France;46.5646207, 0.4673373;Une belle cabine téléphonique qui se change en boîte à lire.Plusieurs univers à découvrir
allex;26400;allex;France;44.765074, 4.9154479;La boite est située  contre le lavoir au centre  du très beau village.
mairie;69730;genay;France;45.89728493395677, 4.840748906135559;Boite a côté de la mairie bien remplie. La bibliothèque met quelques livres des fois.
mairie;69730;genay;France;45.8934437, 4.8439;boite à côté de la mairie bien remplie la bibliothèque  met quelques livres des fois
 ;17488;cadaques;Espagne;42.2887571, 3.2779723;la boite se trouve  en face de la sortie du grand  parking payant livres en espagnol, français, allemand il y en a pour tous les goûts.
cafe  le proton minet;69480;les cheres route nationale 6;France;45.8896241, 4.7426549;à droite en entrant dans le café
rue de l Hotel de ville;4031;Angleur;Belgique;50.6128114, 5.5855771;Dans le hall d entrée de la maison communale
Bâtiment U palazzu;20136;Bocognano;France;42.081804, 9.060516;La boîte à lire se trouve à l'entrée de la médiathèque. Des livres pour les petits et grands .Réapprovisionnée tous les jours ...Une vrai mine ...
325 chemin de camplanier;30000;Nimes;France;43.838982, 4.3376375;Au croisement avec le chemin des écoliers
Promenade des Rochers;64500;Saint-Jean de Luz;France;43.39846, -1.661636;Sur la promenade le long de la jetée, tout au bout, au pied de la colline de Sainte-Barbe, une autre grande boîte à livres municipale souvent pleine de livres à échanger !
Place du Collège;64500;Saint-Jean de Luz;France;43.3890349, -1.6605964;Sur la place du collège, à proximité d'un des bancs, devant le magasin Larralde, une des boîtes à lire municipales vous attend - et elle est souvent remplie !
Promenade du Front de Mer;17200;Royan;France;45.6216196, -1.0302545;La boîte se trouve près du parking du port et de la base nautique
Rue du Logis;17640;Vaux-sur-Mer;France;45.6458142, -1.0632874;Face à l'hôtel de ville.
Place de la Résistance;17110;Saint-Georges-de-Didonne;France;45.6037473, -0.9851108;La boîte se trouve sur la place de la Résistance, à l'angle de la rue du Canton.
Saint Georges Voiles;17110;Saint-Georges-de-Didonne;France;45.601172, -0.999911;La boîte à livres se trouve, promenade Charles Marter, près de la base nautique.
1 Avenue Charles de Gaulle;17420;Saint-Palais-sur-Mer;France;45.6461966, -1.0886109;La boîte à lire se trouve à l'entrée du parc, près de l'aire de jeux pour enfants.
 ;74150;RUMILLY;France;45.867137, 5.942357;Mise à disposition d'une boîte à lire près de l'ancienne tannerie. Il y a même un banc en face pour se poser un moment.
Plan d'eau;74150;RUMILLY;France;45.8573206, 5.9386903;Très grande boîte à lire sur 3 niveaux
22 bd Mathieu Bertier;84170;MONTEUX;France;44.0341, 4.991029;La boîte se trouve dans le hall de la MJC
rue de Bavilliers;90800;Bavilliers;France;47.619351900501, 6.847845911979676;Abris bus en béton transformé en boite à lire
Parc de Bécon;92400;Courbevoie;France;48.90035126001434, 2.269781827926636;A l'entrée du parc
devant la poste;35800;saint lunaire;France;48.6362031, -2.110693;Jolie boite à lire, bien fournie.
Place de L église;35190;Saint Domineur;France;48.3730356, -1.8757984;Un parking est tout près.
Avenue Jean de Vivonne;17600;Pisany;France;45.7023089, -0.785973;La boîte à livres est installée dans une ancienne cabine téléphonique face à la Poste.
Avenue des Semis;17200;Royan;France;45.618305, -1.01066;Une boîte à livres attenante à la supérette Vival, dans le quartier du Parc
Place Eugène Papin;17320;Saint-Just-Luzac;France;45.8011717, -1.0358147;La boîte à livres se trouve devant la boulangerie.
Jardin Public de Marennes;17320;Marennes;France;45.82043682631192, -1.110600829124451;La boîte à livres se trouve dans le jardin public, près de l aire de jeux des enfants.
Place des Filles de la Sagesse;17370;Saint-Trojan-les-Bains;France;45.8422719, -1.2070736;La boîte se trouve près du marché couvert.
59 route des Allées;17310;Saint-Pierre-d Oléron;France;45.93624369539864, -1.3036179542541506;La boîte à livres se trouve dans le hall de la Communauté de communes de l île d'Oléron, et est accessible uniquement aux heures d'ouverture.
Avenue Jean de Vivonne;17600;Pisany;France;45.70045108652682, -0.7804745435714723;La boîte à livres est installée dans une ancienne cabine téléphonique face à la Poste.
2bis rue rey loras;69250;neuville sur saone;France;45.8791822, 4.8380001;entree du joli parc de loisirs 50metres à droite très facile à trouver
Le Bois d Amour Bd de l'Océan;56750;DAMGAN;France;47.4761666, -3.1042668;Il s'agit d'une cabine à livres. Bleue et blanche
Terrain de loisirs;07100;boulieu les annonay;France;45.26992590420614, 4.669286012649537;Bien fournie
Place de la Fontaine;23800;La Celle-Dunoise;France;46.30748, 1.7704488;Boîte installée par la Municipalité depuis le 29 janvier 2018
Ecole;69270;rochetaillee sur saone;France;45.84058002812786, 4.835143089294434;Devant l'entrée de l'école sur la droite. Du choix de temps en  temps.
Place de la Gare;01500;AMBERIEU-EN-BUGEY;France;45.954267, 5.3421035;La boîte à livre se situe juste avant l entrée de la gare.
2 Route de Grenoble;38690;CHABONS;France;45.4455275, 5.4042861;Belle boite à livres bien fournie et protégée, devant le Vival 
route de grenoble;38690;CHABONS;France;45.4432790550331, 5.422836542129517;Belle boite à livres bien fournie et protégée, devant le Vival de Chabons
chemin du port;73170;Yenne;France;45.704916, 5.757638;dans le parc prés de la bibliothèque. Réalisée par l équipe de la bibliothèque de Yenne dans le cadre d'un projet mené par le syndicat mixte de l'Avant Pays Savoyard
route de Lucey;73170;Yenne;France;45.7053847, 5.7597985;prés de la salle des fêtes, en face de la maison de la Dent du Chat. Réalisée par l équipe de la bibliothèque de Yenne dans le cadre d'un projet mené par le syndicat mixte de l'Avant Pays Savoyard
540 avenue de la gare;73520;St Beron;France;45.5034685, 5.731746;devant la Mairie et la bibliothèque. Réalisée par l équipe de la bibliothèque dans le cadre d'un projet mené par le syndicat mixte de l'Avant Pays Savoyard
rue du chef lieu;73330;Domessin;France;45.53854947871806, 5.708878040313722;Prés de la mairie, devant l ecole. Réalisée par l'équipe de la bibliothèque de Domessin dans le cadre d'un projet mené par le syndicat mixte de l'Avant Pays Savoyard
chef lieu;73170;Meyrieux Trouet;France;45.643406, 5.7806191;Devant la Mairie et la Bibliothèque. Réalisée par l équipe de la bibliothèque dans le cadre d'un projet mené par le syndicat mixte de l'Avant Pays Savoyard
Maison de la Culture et des Loisirs;86270;LA ROCHE-POSAY;France;46.7881387, 0.8086805;Construite par le chantier d'insertion intercommunal et peinte par le secteur jeunes de la MCL, elle située dans le jardin de la MCL et fonctionne très bien
Place de la gare;78400;Chatou;France;48.8854968, 2.1552543;Grande Boîte à livre en bois
Rue François leaubeuf;78400;Chatou;France;48.8923708, 2.1553414;Boîte à lire en façade de maison
Rue auguste renoir;78400;Chatou;France;48.90149380406675, 2.162665128707886;Boîte à lire dans le parc
Rue des marolles;78400;Chatou;France;48.899818769141305, 2.1599668264389043;Boîte à lire enfant à la sortie de l école
VIVAL Cormaranche en Bugey;01110;CORMARANCHE;France;45.9508677, 5.6115398;devant le magasin, ouvert sur la rue
superette Champdor;01110;CHAMPDOR;France;46.0178317, 5.5955523;Dans la supérette, un accueil formidable, une vendeuse super. LE RELAI DU CHATEAU
98 Rue Fontenay;94300;Vincennes;France;48.8485654, 2.4391001;A l'accueil de la médiatheque
Bd André Aubert;22100;Dinan;France;48.4625383, -2.0445306;Devant l entrée de la maison des associations
Place Saint Pierre;64400;Oloron Sainte Marie;France;43.188465, -0.604933;En haut de la place
D238;64400;Oloron soeix;France;43.1680907, -0.5930328;Derrière l arrêt de bus
rue de la testoniere;13010;marseille;France;43.2869988, 5.404385;
parc des Varennes;37230;Luynes;France;47.384882, 0.554293;
112 Rue henri Barbusse;80130;Friville-Escarbotin;France;50.0852406, 1.5438734;L association Cap horizon est fier d'avoir créé sa boite à lire afin de pérenniser le contact et l'échange intergénérationnel.
13 rue de Pouldreuzic;29700;Pluguffan;France;47.979705, -4.1823056;Devant l accès au cabinet dentaire
Gare SNCF;62000;ARRAS;France;50.2869342, 2.78139;La boîte se trouve dans le hall de la gare
6 rue des Aravis;74000;ANNECY;France;45.9135566, 6.1325021;Très belle boîte à lire dans une cabine téléphonique, située à côté de l école primaire de la plaine.
La Cali;54140;JARVILLE;France;48.6728006, 6.2085018;Sur la place prêt du feu rouge en face de la ludothèque
route de pontivy;22320;Corlay;France;48.3119336, -3.0495228;La boite à lire se situe dans la maison du developpement de Corlay. Juste devant l entrée de la bibliothèque
Place du 8 mais 1945;37220;Parçay sur Vienne;France;47.1045855, 0.477577;En face de la mairie, dans l abri de bus
Rue grande rue;77141;Vaudoy-en-brie;France;48.6882827, 3.0757225;En face de la mairie
40 Rue de la Mairie;01260;RUFFIEU;France;45.9948588, 5.6628383;Une table de fortune sous le porche d une maison, en face presque de la mairie, à côté de la fontaine
125 Rue Principale;01110;BRENOD;France;46.0593554, 5.6055598;La table des livres voyageurs. Superbe endroit accessible et gratuit dans la mairie
rue centrale;01230;EVOSGES;France;45.917072, 5.5097535;cabine téléphonique rouge au bord de la rue principale direction Aranc
Longecombe;01110;LONGECOMBE;France;45.949685, 5.550732;ancienne cabine téléphonique sous le lavoir. espace magnifique et très agréable.
Rue de la croix Périe;18200;La perche;France;46.6428609, 2.5709107;Petite boite rouge sous un abris de bus
2 avenue Antoine Mazier;22000;SAINT-BRIEUC;France;48.5126425, -2.7413206;La boîte à lire est située dans le hall d accueil du bâtiment B
55 rue Joannès Vallet;69200;Vénissieux;France;45.7116073, 4.8855022;
Arènes Marcel Dangou ;40230;Saint Vincent de Tyrosse;France;43.6588656, -1.3091459;A l angle de l'avenue nationale et de l'avenue du parc, juste à côté des Arènes se trouve une ancienne cabine téléphonique reconvertie en boite à lire
Parking métro 4 cantons;59650;Villeneuve d Ascq;France;50.6053943, 3.1389991;Pratique de pouvoir prendre un livre avant de prendre le métro !
2 place du marché;97300;cayenne;France;4.9363102, -52.3341934;La boîte à lire se situe à l Alliance française de Cayenne. Ouverte à tous aux heures d'ouverture de l'Alliance.
Rue de la Paix;44600;Saint-Nazaire;France;47.27673234207351, -2.210934162139893;A côté du Pop Art Café
Place Victor Hugo;83310;Cogolin;France;43.2504899, 6.5344369;
Place DR Gigante;43250;Sainte-Florine;France;45.40519204905763, 3.3181124925613408;Dans l ancienne cabine téléphonique
1 Rue de la Gare;50200;Coutances;France;49.0391031, -1.4447641;En face de l école primaire par rapport à la route.
place Clémenceau;83690;SALERNES;France;43.5629925, 6.232792;une belle façon de recycler les cabines téléphoniques
Place Max Lejeune;80100;Abbeville;France;50.105954441321984, 1.8339121341705324;Sous le porche de la mairie d Abbeville. 
93 Rue du Bois des Sapins;62180;Rang du Fliers;France;50.4183151, 1.6338771;Sur le parking de la salle E. Piaf. Cabine anglaise comme à l office du Tourisme. Bonne lecture aux Mordus
place du prud homme;78120;RAMBOUILLET;France;48.6438899, 1.8307248;cette boite se trouve juste devant la gare de Rambouillet côté prudhomme
Place viollet le duc;85000;La Roche Sur Yon;France;46.653994857045106, -1.4270853996276855;A coté de la fontaine
80 route de Paris;33910;Saint Denis de pile;France;44.9904787, -0.207209;Boîte à lire qui se situe sur le parking de la Recyclerie.Accessible à toutes heures.
rue de la sente aux veneurs;45000;Orléans;France;47.9252298, 1.9328945;boite à lire installée par un particulier juste devant sa maison
 64 Rue des Merisiers;49330;Marigné;France;47.7104142, -0.5627044;Un frigo en guise de boîte à livres, une belle initiatives de la bibliothèque de Marigné!
quai rive gauche;76000;Rouen;France;49.4429425, 1.0749409;En bas des marches sur le nouvel aménagement des quais de Rouen rive gauche
Parc Théodore monod 117 ri;72000;le mans;France;48.0111053, 0.1807303;La boîte à lire se trouve dans le parc à cote du parc pour enfants
Rue Bayard;64000;Pau;France;43.2970743, -0.3767008;La boîte se trouve sur le trottoir en face du laboratoire d analyse juste à côté du parking Place de Verdun.
Place de l Europe;64140;Billère;France;43.3054818, -0.3948414;Si on arrive des escaliers : elle se trouve sur la gauche.Si on arrive de l esplanade : elle se trouve à droite.
rue de la Mairie;64140;Billère;France;43.3024906, -0.3960616;La boîte se trouve à côté de l entrée de la salle Robert Lacaze
esplanade de la mairie;14740;bretteville en bessin;France;49.2339648, -0.5180071;sur la place en face de la mairie
Place des écoles;45760;Boigny sur Bionne;France;47.9229337, 2.009859;De couleur bleue cette ancienne cabine téléphonique contribue à développer la lecture à Boigny sur Bionne.
7 rue du Bouquet de Longchamp;75116;Paris;France;48.8655503, 2.2904409;Dans le foyer de la Nicolaïte de Chaillot
Place Charles de gaulle;69290;Craponne;France;45.743461, 4.7227525;Juste devant la mairie
Place Andrée Marie Perrin;69290;Craponne;France;45.7465301, 4.7234735;Une grande idée
Place Andrée Marie Perrin;69290;Craponne;France;45.7465301, 4.7234735;Une grande idée
1 Rue du Bac - Ste Marine;29120;Combrit;France;47.8736624, -4.1216749;Coordonnées GPS : 47.873945  -4.121747En contrebas de la rue, boite située dans le square de la fontaine
1 Rue du Bac - Ste Marine;29120;Combrit;France;47.8736624, -4.1216749;En contrebas de la rue, boite située dans le square de la fontaineCoordonnées GPS : 47.873945  -4.121747
8 place du marechal foch;59132;Ohain;France;50.0404597, 4.1181758;Juste en face de la mairie.
24 Avenue du Lycée;33400;Talence;France;44.8033712, -0.594479;Pour Accéder à cette boite à lire, adressez vous à l accueil de la maison de retraite Chateau Gardères, elle se trouve dans la parc derrière.
Place de pierre;67000;Strasbourg;France;48.5901787, 7.7445468;Mise en place par l'association Envie de quartier
61, Rue des Couteliers;05100;Briançon;France;44.8836346, 6.6251677;
rue Charpentier;92340;Bourg la Reine;France;48.7780577, 2.32402;Dans le Square Meunier
Chemin des Forts;11370;Leucate;France;42.905593, 3.051658;Devant l'ancien phare de Leucate
Chemin des Boeufs;94000;Creteil;France;48.7705014, 2.4345772;À la gare de Créteil Pompadour. Installée par la Région Ile de France
Rue du jeu des enfants;67000;Strasbourg;France;48.58352049271566, 7.741971015930177;Au croisement avec la rue Gustave Doré
Square Balagué;09200;Saint-Girons;France;42.9861552925599, 1.1427927017211916;Boîte à lire créée par le Lions Club de Saint-Girons fin 2017.
